instance,seed,axis,weight_mode,termination_mode,vehicle_count,total_distance,total_charging_time,charging_count,iterations,effective_iterations,accepted_moves,improving_moves,rejected_moves,accepted_improving,accepted_equal,accepted_worse,reheat_count,restart_count,intensification_active,acceptance_rate,initial_temperature,maximum_stagnation,feasible,exact_started_calls,exact_completed_calls,termination_reason
c101C5,2014,adaptive_wall_clock,adaptive,wall_clock,2,257.7474518641999,472.55670005197175,3,1000,1000,385,0,615,2,385,0,5,3,False,0.46,13.222036649435935,939,True,16,16,iteration_limit
c101C5,2014,adaptive_fixed_work,adaptive,fixed_work,2,257.7474518641999,472.55670005197175,3,1000,1000,385,0,615,2,385,0,5,3,False,0.46,13.222036649435935,939,True,16,16,iteration_limit
c101C5,2014,fixed_wall_clock,fixed,wall_clock,2,257.7474518641999,472.55670005197175,3,1000,1000,309,1,691,3,308,0,0,0,False,0.18,13.222036649435935,999,True,16,16,iteration_limit
c101C5,2014,fixed_fixed_work,fixed,fixed_work,2,257.7474518641999,472.55670005197175,3,1000,1000,309,1,691,3,308,0,0,0,False,0.18,13.222036649435935,999,True,16,16,iteration_limit
c101C5,2015,adaptive_wall_clock,adaptive,wall_clock,2,257.7474518641999,472.55670005197175,3,1000,1000,387,0,613,2,387,0,5,3,False,0.5,13.222036649435935,939,True,17,17,iteration_limit
c101C5,2015,adaptive_fixed_work,adaptive,fixed_work,2,257.7474518641999,472.55670005197175,3,1000,1000,387,0,613,2,387,0,5,3,False,0.5,13.222036649435935,939,True,17,17,iteration_limit
c101C5,2015,fixed_wall_clock,fixed,wall_clock,2,257.7474518641999,472.55670005197175,3,1000,1000,309,1,691,3,308,0,0,0,False,0.38,13.222036649435935,999,True,17,17,iteration_limit
c101C5,2015,fixed_fixed_work,fixed,fixed_work,2,257.7474518641999,472.55670005197175,3,1000,1000,309,1,691,3,308,0,0,0,False,0.38,13.222036649435935,999,True,17,17,iteration_limit
c101C5,2016,adaptive_wall_clock,adaptive,wall_clock,2,257.7474518641999,472.55670005197175,3,1000,1000,373,1,627,3,372,0,5,3,False,0.5,13.222036649435935,939,True,16,16,iteration_limit
c101C5,2016,adaptive_fixed_work,adaptive,fixed_work,2,257.7474518641999,472.55670005197175,3,1000,1000,373,1,627,3,372,0,5,3,False,0.5,13.222036649435935,939,True,16,16,iteration_limit
c101C5,2016,fixed_wall_clock,fixed,wall_clock,2,257.7474518641999,472.55670005197175,3,1000,1000,320,1,680,3,319,0,0,0,False,0.3,13.222036649435935,999,True,17,17,iteration_limit
c101C5,2016,fixed_fixed_work,fixed,fixed_work,2,257.7474518641999,472.55670005197175,3,1000,1000,320,1,680,3,319,0,0,0,False,0.3,13.222036649435935,999,True,17,17,iteration_limit
